SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeOt_Liq,MgO_Liq,MnO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,Total_Liq,P_kbar
50.38276115,1.111826339,17.72912271,5.90970757,10.26686485,0.1302138956,11.29855956,3.165199309,0.005744625443,100,10
49.48924746,1.259217524,19.28801446,6.945683962,9.194286684,0.001183997786,9.594038279,4.227373117,0.0009545244423,100,15
49.16422135,1.219112806,18.98618304,6.894982262,9.622996983,0.002816919797,10.03269883,4.067040262,0.00994755172,100,15
48.71496367,1.112625713,17.23066307,6.906298347,12.02838609,0.0801892406,10.72531093,3.197545969,0.004016965779,100,15
48.70182754,1.220045782,17.60066047,6.910259308,11.50043155,0.1000037526,10.40039027,3.560133594,0.00624773131,100,15
48.65356845,0.9028497238,15.55911024,7.222797791,13.44242922,0.1304116268,11.93767968,2.14677601,0.004377255059,100,15
50.06020831,1.338935711,19.98411509,7.394122585,7.713868426,0.004892558201,8.663113893,4.836155853,0.004587569253,100,15
52.78482387,1.699511374,18.39471135,5.898304182,7.477850048,0.004058359933,8.447571244,5.288479512,0.004690065657,100,10
49.63123888,1.260539427,19.53836112,7.10303963,8.783758866,0.00717965897,9.233951519,4.441900839,0.00003005736359,100,15
49.92146418,1.410606503,18.70804369,7.003011007,9.103914309,0.05002150719,8.793780965,5.002150719,0.007007117409,100,15
49.65471841,1.421566535,19.22118132,7.207942995,8.709597785,0.06006619162,8.108935869,5.606177885,0.009813011579,100,15
50.43134292,0.5927189706,14.667283,6.93179813,13.26083121,0.1305990952,12.85898784,1.125161436,0.001277406926,100,10
50.21837073,0.7617956438,16.97000033,6.455215719,11.21643849,0.009803570489,12.20877755,2.155079782,0.004518180902,100,10
50.64431909,0.8007006971,18.31602845,6.30551799,9.608408366,0.006759191097,11.51007252,2.80245244,0.005741253044,100,10
51.39608569,1.703184126,18.73502539,6.311799997,7.81460952,0.003369808524,9.517793646,4.508428569,0.009703261188,100,10
49.15036076,1.081107732,18.11856476,6.907077174,10.61087218,0.009895202966,10.31056448,3.803897574,0.00766014059,100,15
48.59004709,0.6525522854,14.45654294,7.730234765,14.50673927,0.1505889889,12.64947507,1.254908241,0.008911350368,100,15
50.6678474,0.551828041,14.77895826,6.872767419,12.59171257,0.001300332836,13.12347414,1.404653195,0.007458645641,100,10
49.71279333,0.6915691007,16.48740827,6.745304417,11.75667471,0.1603638494,12.70883507,1.733934122,0.003117134076,100,10
48.96774984,0.9813577678,17.52424585,7.009698342,11.51593299,0.004539982637,10.5846445,3.404710623,0.007120101567,100,15
48.18557466,0.921636771,16.26889257,7.633556734,12.92295038,0.1602846558,12.19165163,1.713042259,0.002410342728,100,15
50.88318847,1.370624621,18.57846657,7.393369304,7.873588149,0.2301048633,9.624386022,4.041841947,0.004430052947,100,10
51.55130534,0.6619428313,16.47836472,6.117956471,10.75155629,0.120353242,11.63414673,2.677859636,0.006514731664,100,10
51.47519706,0.6717643558,17.09489891,5.815273528,10.41736068,0.120316004,11.32975705,3.068058103,0.007374316235,100,10
52.79100363,1.400822689,18.71098878,6.293696225,6.824007672,0.07004113446,8.204818609,5.703349521,0.001271738885,100,10
54.75273828,1.139016818,18.48404486,5.794997848,5.99482536,0.0399655024,6.594307896,7.193790431,0.006313002313,100,10
53.42168003,0.720292315,18.40747027,5.602273561,7.793162686,0.1000405993,9.713942192,4.23171735,0.009420998117,100,10
62.42552762,0.434211855,17.80268605,3.362617389,0.5048975058,0.2726446531,2.443703928,5.281227911,7.472483086,100,1
61.71977744,0.354071826,18.86697016,3.338391502,0.708143652,0.1820940819,2.306525038,3.9251391,8.598887203,100,1
62.20725701,0.4523067645,19.27831943,3.176198613,0.6633832546,0.1206151372,2.462559051,2.834455724,8.804905016,100,1
61.22263694,0.4135983053,19.03560981,3.228084334,0.6153535761,0.0706143448,2.461414304,3.540805004,9.411883385,100,1
61.49169031,0.3749493312,18.81840292,3.577219295,0.7397648966,0.1418727199,2.543575193,3.242805026,9.069720308,100,1
61.16495054,0.4946497072,19.69513426,3.018372703,0.4340803553,0.2725620836,1.827175449,6.218453463,6.874621442,100,1
53.02530253,0.4200420042,17.46174617,5.580558056,7.760776078,0.1400140014,12.25122512,3.310331033,0.0500050005,100,1.015
54.17,0.47,17.17,5.25,7.6,0.15,11.77,3.36,0.06,100,1.015
52.02455515,0.3600315236,18.10158493,6.400560419,7.860688264,0.001244332659,12.27107443,2.870251313,0.1100096322,100,5.015
51.87,0.36,18.72,6.28,7.23,0.12,12.22,3.15,0.05,100,2.027
53.56,0.63,16.31,7.98,6.53,0.18,10.92,3.82,0.07,100,1.04
54.83960982,0.449914757,19.79624931,6.308804703,4.899071798,0.008944792891,9.678166327,3.949251756,0.06998673997,100,2.035
53.62072414,0.4200840168,18.67373475,6.771354271,5.851170234,0.1300260052,10.63212643,3.840768154,0.0600120024,100,1.038
53.63536354,0.6600660066,16.21162116,7.910791079,6.500650065,0.1200120012,11.03110311,3.860386039,0.0700070007,100,1.04
53.98539854,0.5200520052,17.67176718,7.750775078,6.230623062,0.1300130013,9.810981098,3.840384038,0.0600060006,100,2.031
53.26532653,0.5600560056,16.72167217,7.870787079,6.700670067,0.1600160016,10.95109511,3.700370037,0.0700070007,100,2.019
64.81622288,0.169990094,18.618915,4.279750601,2.479855488,0.005827085225,6.119643382,3.379803045,0.1299924248,100,2.03
55.96,0.82,17.35,7.73,4.45,0.11,8.56,4.9,0.12,100,1.038
53.86,0.68,16.83,7.81,6.54,0.11,10.27,3.83,0.07,100,2.019
55.08550855,1.130113011,16.31163116,8.750875088,5.360536054,0.1500150015,8.750875088,4.320432043,0.1400140014,100,1.022
54.74,0.9,16.36,9.42,5.47,0.19,8.69,4.15,0.08,100,2.031
55.34,0.62,18.08,7.49,5.04,0.13,8.7,4.53,0.07,100,2.027
53.28,0.72,17.88,8.34,6.41,0.17,9.02,4.1,0.08,100,5.017
53.10468953,0.8199180082,17.59824018,8.589141086,6.339366063,0.199980002,9.309069093,3.949605039,0.0899910009,100,5.01
54.12541254,0.8200820082,18.25182518,8.450845085,5.360536054,0.2100210021,8.260826083,4.410441044,0.1100110011,100,5.02
55.10551055,0.900090009,16.45164516,8.350835084,5.540554055,0.1600160016,9.370937094,4.02040204,0.100010001,100,1.022
54.93549355,1.00010001,19.43194319,7.370737074,3.510351035,0.1600160016,8.790879088,4.680468047,0.1200120012,100,1.038
54.50545055,1.04010401,16.32163216,9.790979098,5.380538054,0.2200220022,8.490849085,4.130413041,0.1200120012,100,2.031
53.89,0.97,18.14,8.87,5.26,0.12,7.93,4.67,0.15,100,5.02
51.85355733,0.386576994,19.95573131,5.537454239,6.686737194,0.006234298148,12.14060722,3.426952812,0.006148596987,100,2
52.66144823,0.4888318536,18.07659459,6.589046027,7.07787788,0.0002138188938,11.59957253,3.503294951,0.003120127011,100,2
52.20449297,0.3569179089,19.70396809,6.298551333,6.256560991,0.1154734411,11.68381272,3.30673945,0.07348309889,100,2
53.21180073,0.4535682356,19.01894079,6.494272464,6.319030191,0.005685573817,10.68977864,3.803788158,0.00313521776,100,2
53.78748841,0.4740801814,18.30361744,7.21426363,5.905390086,0.1752035453,10.38853963,3.627743997,0.1236730908,100,2
54.20666011,0.5211156259,20.57874972,5.668461808,4.796390761,0.005361737937,9.7416717,4.477340378,0.004248168235,100,2
53.99709756,0.4468725316,20.15182321,6.447732241,4.904958025,0.003206005024,9.788636406,4.255928872,0.003745147658,100,2
53.80903458,0.6096189719,16.79500267,8.31113865,6.340037307,0.002167984128,10.50576695,3.515469404,0.1117634782,100,2
55.44283812,0.842221698,17.92288857,6.922651518,5.289563104,0.008895478138,9.274709675,4.293276461,0.002955370347,100,2
57.30246109,0.6623326971,20.63914146,5.213199293,3.482588053,0.0005250451416,7.285659668,5.405489431,0.008603262168,100,2
54.60454893,0.9056163411,17.48457004,8.942961368,4.929434402,0.001431970829,8.778303852,4.209057767,0.144075327,100,2
58.43375048,0.4690904983,19.73378437,5.874292376,3.422228408,0.009095831354,7.05767977,4.829499903,0.170578363,100,2
61.75444887,0.1830239942,20.57405017,4.780156084,2.260884634,0.004302460836,6.265880272,3.929632817,0.247620698,100,2
53.0179773,0.4218137993,17.45505674,5.584011248,7.763382545,0.1406045998,12.25268655,3.314251281,0.05021592849,100,1
54.16959358,0.4716507777,17.17009533,5.248369293,7.596588058,0.150526844,11.7711992,3.361766182,0.06021073758,100,1
52.0151054,0.3574549101,18.10021681,6.401692481,7.864008022,0.01011287373,12.27261858,2.870471248,0.1083196697,100,5
51.86512118,0.3582718651,18.72497366,6.280295047,7.228661749,0.1159114858,12.22339305,3.150684932,0.05268703899,100,2
53.55945973,0.6296333909,16.3095359,7.982126536,6.529907586,0.1827967909,10.91703057,3.818421854,0.07108764091,100,1
54.84966788,0.4474405856,19.79651761,6.307820938,4.900020071,0.002485720778,9.679995107,3.950572975,0.06547911008,100,2
53.61346273,0.4232913483,18.66611604,6.772661573,5.853809622,0.13421433,10.6339046,3.840594673,0.06194507537,100,1
53.63388254,0.6570302234,16.21348428,7.914687153,6.499545133,0.1212978874,11.0279996,3.861316082,0.07075710098,100,1
53.98348813,0.515995872,17.66769866,7.750257998,6.233230134,0.1341589267,9.814241486,3.839009288,0.06191950464,100,2
53.26076,0.5644592279,16.72210463,7.872190303,6.702953331,0.1612740651,10.94647717,3.699223869,0.07055740349,100,2
64.8199541,0.1748052024,18.61675405,4.282727458,2.480048808,0.0004989251434,6.118182083,3.375925471,0.1311039018,100,2
55.96040008,0.8164931619,17.35047969,7.726066544,4.449887732,0.1122678098,8.562972035,4.898958971,0.1224739743,100,1
53.86311254,0.6814310051,16.8253332,7.806393426,6.543741858,0.1102314861,10.2715703,3.828038882,0.07014730935,100,2
55.08370764,1.133115557,16.31278073,8.748468763,5.359330339,0.153123724,8.748468763,4.318089016,0.1429154757,100,1
54.74340626,0.8996115314,16.3565733,9.415252505,5.469229196,0.1942343079,8.689429565,4.150480474,0.08178286649,100,2
55.33930594,0.6178560395,18.08258676,7.486355679,5.035526722,0.1338688086,8.701472557,4.53094429,0.07208320461,100,2
53.27743123,0.7158196135,17.87503835,8.344411494,6.411698538,0.1738419061,9.01932713,4.100623786,0.08180795582,100,5
53.54558875,0.0008188884674,17.74015141,8.656706188,6.390925109,0.2032090655,9.388258824,3.982897683,0.09144407946,100,5
54.12127441,0.8221993834,18.25282631,8.448098664,5.364850976,0.2055498458,8.263103803,4.409044193,0.1130524152,100,5
55.09974425,0.9002557545,16.45012788,8.347826087,5.544757033,0.1636828645,9.37084399,4.020460358,0.1023017903,100,1
54.93391633,1.003676836,19.42760608,7.373546656,3.507900229,0.1589983106,8.794594057,4.68051277,0.119248733,100,1
54.50217766,1.043249266,16.31722881,9.794388737,5.378304467,0.2228299402,8.487794996,4.132482528,0.1215436038,100,2
53.88632873,0.9728622632,18.13620072,8.868407578,5.263696877,0.1228878648,7.926267281,4.669738863,0.153609831,100,5
49.3657278,7.869275425,12.69619437,8.987314556,6.675983659,0.1827563965,11.34164696,2.096323371,0.7847774672,100,0.001
52.15939912,5.539328187,14.12476528,9.190486126,3.891091175,0.239933236,9.346964323,2.576674317,2.931358231,100,0.001
45.07973143,9.777591272,12.67310113,11.43516576,7.49055812,0.1888375997,11.39320185,1.82543013,0.1363827109,100,5
45.39679233,9.383461779,13.47635909,10.48739846,7.560924807,0.1562174547,10.60195793,2.259945845,0.6769423037,100,5
45.01541624,8.057553957,13.21685509,14.12127441,4.892086331,0.1849948613,10.04110997,2.46659815,2.004110997,100,5
44.40418263,9.224557408,14.25613418,12.72388446,4.534630914,0.1656486179,9.856092763,2.784967388,2.049901646,100,9.1
45.75766903,8.884785062,14.65066174,11.81902124,4.093567251,0.1949317739,9.007899867,3.036831846,2.554632195,100,9.1
53.65205843,4.43354786,12.37102871,12.03391562,4.903463071,0.2043109613,8.642353662,2.717335785,1.041985903,100,0.001
46.77778957,9.470219769,11.030895,12.40046714,6.614290264,0.244187281,11.43433486,1.847329865,0.1804862512,100,0.001
52.33820459,5.03131524,11.77453027,13.434238,4.592901879,0.3131524008,8.956158664,2.254697286,1.30480167,100,0.001
51.31017672,7.129798903,11.41580337,13.7822466,4.184440382,0.3351614869,9.029047329,2.5695714,0.2437538087,100,5
57.60015906,0.5964807635,22.10955363,3.698180734,1.242668257,0.06958942241,9.026742221,4.563077841,1.093548066,100,27
56.1925911,1.059856667,19.10770163,6.449984859,2.422529525,0.1009387302,9.134955082,4.108206319,1.423236096,100,20
55.97273097,1.404151404,14.997965,9.727309727,3.581603582,0.172975173,8.628408628,3.825803826,1.689051689,100,10
50.77511576,1.962955506,17.9383934,10.81135494,5.858667204,0.1610630159,8.606804912,3.392389772,0.4932554862,100,15
50.14127144,1.997981837,18.21392533,11.23107972,5.973763875,0.141271443,8.456104945,3.370332997,0.4742684157,100,13
50.2563587,2.091082739,18.56841259,11.31999598,5.609731577,0.1407459536,8.072785765,3.418116015,0.5227706846,100,15
50.31566289,1.974145706,17.51678525,11.44403247,6.293215753,0.1503156629,8.668203227,3.146607877,0.4910311654,100,11.5
50.4638404,2.174563591,17.93516209,11.60099751,5.795511222,0.1296758105,8.209476309,3.132169576,0.5586034913,100,13
49.93957704,1.037260826,15.28700906,8.469284995,5.951661631,0.1611278953,10.41289023,2.165156093,6.576032226,100,5
52.09090909,0.9494949495,18.71717172,6.080808081,3.222222222,0.1818181818,6.393939394,3.313131313,9.050505051,100,5
52.09090909,0.9494949495,18.71717172,6.080808081,3.222222222,0.1818181818,6.393939394,3.313131313,9.050505051,100,5
53.62668274,0.5826803295,20.24311834,5.776572232,1.577255375,0.190878039,4.350010046,4.189270645,9.463532248,100,5
52.78171151,0.8598017398,20.08901477,5.077887922,2.144446692,0.2225369209,5.108233866,3.853934857,9.862431722,100,5
48.96492545,0.9975329829,18.87804355,6.467875147,2.263219994,0.2788801888,8.409310308,4.94476027,8.795452108,100,5
48.2621755,0.9654580562,17.23878996,7.004934563,2.59600944,0.2789101051,9.718944433,4.591289423,9.343488522,100,5
52.0852932,0.9511863698,18.72060207,6.083411728,3.219400021,0.177694157,6.396989652,3.313473398,9.051949409,100,5
52.78536893,0.8618877444,20.08618877,5.076729031,2.144208535,0.2207273492,5.108261509,3.857473197,9.85915493,100,5
50.77,1.6,15.9,10.23,6.32,0.19,12.06,2.8,0.13,100,5.122
51.03,1.62,15.67,10.77,6.06,0.08,12.07,2.58,0.12,100,4.996
50.36,1.65,17.57,11.47,5.11,0.21,10.55,2.94,0.14,100,4.953
51.04489551,1.709829017,17.64823518,10.3089691,4.919508049,0.1799820018,10.74892511,3.269673033,0.1699830017,100,5.122
51.27,1.67,17.14,9.83,5.45,0.17,11.17,3.14,0.16,100,5.122
50.67493251,1.639836016,17.08829117,10.95890411,5.419458054,0.2099790021,10.80891911,3.04969503,0.1499850015,100,4.996
60.24,1.04,19.5,3.92,1.9,0.06,5.62,4.38,3.34,100,5
63.68,0.6,22.73,1.08,0.34,0.11,7.4,3.88,0.18,100,5
64.86,0.67,22.26,1.3,0.48,0.04,6.51,3.68,0.2,100,5
51.15,1.64,18.01,10.77,4.56,0.14,10.19,3.4,0.14,100,4.996
59.1,1.13,18.65,5.78,2.86,0.27,7.98,3.99,0.24,100,5
51.16926218,3.979942613,15.82977175,9.999855811,4.93992877,0.001441894783,7.549891137,3.45995011,3.069955734,100,4
51.52030406,3.730746149,16.70334067,9.631926385,4.470894179,0.100020004,7.111422284,3.650730146,3.080616123,100,4
51.87518752,3.560356036,16.70167017,9.270927093,4.610461046,0.1400140014,7.00070007,3.570357036,3.270327033,100,4
51.27487251,3.549645035,16.49835016,10.1489851,4.519548045,0.0299970003,7.079292071,3.609639036,3.289671033,100,4
51.39,1.79,16.09,11.35,5.53,0.16,10.45,3.12,0.12,100,5
51.51,1.59,18.41,10.96,4.36,0.16,9.39,3.49,0.13,100,4.953
51.96,2.02,17.58,11.7,3.72,0.16,9.17,3.51,0.18,100,4.996
53.34533453,1.630163016,17.83178318,11.34113411,3.190319032,0.200020002,8.770877088,3.510351035,0.1800180018,100,4.953
51.5,2.66,17.46,11.45,3.25,0.08,8.26,3.59,1.75,100,4.893
51.83,2.55,17.09,11.35,3.11,0.15,8.12,3.71,2.09,100,4.893
53.28,1.98,18.1,10.78,2.82,0.17,7.24,3.73,1.9,100,4.929
55.32553255,1.660166017,17.73177318,10.1610161,2.440244024,0.1900190019,6.00060006,3.740374037,2.750275028,100,4.929
54.61,1.78,17.58,10.36,2.61,0.18,6.72,3.92,2.24,100,4.929
54.1,1.9,16.91,12.17,2.76,0.26,7.81,3.8,0.29,100,4.953
50.33862327,0.859193369,15.86980693,8.319013444,10.20923886,0.1010815728,11.82654402,2.34509249,0.1314060447,100,10.5
51.83235473,1.13383276,20.27738409,5.25410002,6.802996558,0.141729095,7.471148006,6.630896943,0.4555578052,100,15
52.74368597,1.217161984,20.5497515,4.726645704,6.136525003,0.1115731819,6.379957399,7.668120499,0.4665787605,100,15
52.50255363,1.13381001,20.59244127,5.372829418,5.760980592,0.09193054137,6.772216547,7.252298264,0.5209397344,100,15
48.0245023,0.5410923941,18.38693211,8.269525268,10.33180194,0.1735579377,11.86319551,2.266462481,0.1429300664,100,15
52.25917315,1.051248357,20.09501668,5.670676236,6.924087739,0.1212978874,7.70241585,5.721217022,0.4548670777,100,15
48.08665722,0.6479044341,18.74873456,8.301275562,10.12350678,0.1619761085,11.3484511,2.460012148,0.1214820814,100,15
54.48028674,0.3072196621,18.75064004,5.939580133,7.363031234,0.1228878648,12.94418843,0.05120327701,0.04096262161,100,15
50.7290401,1.255569056,19.7144593,6.895504253,7.887808829,0.1822600243,9.528149048,3.311057108,0.4961522884,100,15
51.27420999,1.325178389,19.82670744,6.646279307,7.359836901,0.1936799185,8.79714577,4.057084608,0.5198776758,100,15
49.06508634,0.623275774,18.79023194,8.7156432,9.032389905,0.1328292633,10.91243486,2.595279452,0.1328292633,100,15
49.15845649,0.7081280788,19.09893268,8.846469622,8.446223317,0.1539408867,10.74507389,2.709359606,0.1334154351,100,15
51.57710881,0.554813521,19.18216377,8.198910922,7.561902805,0.1232918936,11.35312853,1.325387856,0.1232918936,100,15
47.28850325,0.704989154,16.30151844,8.394793926,13.77440347,0.1193058568,10.67245119,2.613882863,0.1301518438,100,20
46.75408426,0.6878761823,18.09974205,7.846087704,12.66122098,0.1612209802,11.30696475,2.429062769,0.05374032674,100,16
48.68714787,1.339428085,19.2728819,7.409375997,9.312214308,0.1807164877,9.471670033,3.816307005,0.5102583183,100,12
46.85824576,0.6326399314,18.01415398,7.881192365,12.78147116,0.1715633712,11.23740081,2.326828222,0.09650439631,100,16
46.76680516,0.703100032,18.31255992,7.840630659,12.5599233,0.0852242463,11.07915202,2.524768297,0.1278363694,100,16
47.81956498,0.6321654345,18.69709632,7.339547841,11.4861245,0.08571734705,11.4861245,2.367941712,0.08571734705,100,12
48.47894338,0.6820396233,19.47602035,7.805564577,10.16563819,0.1515643607,10.60950525,2.500811952,0.1299123092,100,12
48.44253491,0.6444683136,18.93662728,7.432867884,11.02040816,0.1288936627,10.97744361,2.309344791,0.1074113856,100,12
47.32334047,0.7066381156,18.00856531,8.319057816,12.23768737,0.1391862955,10.55674518,2.591006424,0.1177730193,100,16
46.59658065,0.6796219603,16.36402251,8.718275459,14.18710842,0.1274291176,10.88457046,2.336200488,0.1061909313,100,20
48.21560164,0.6421728603,17.95978524,7.232340246,12.04337299,0.1473839352,11.48541952,2.13706706,0.1368565112,100,12
50.16286645,0.7383279045,19.54397394,6.948968512,9.207383279,0.08686210641,9.576547231,3.25732899,0.4777415852,100,12
46.88607595,0.6075949367,17.29620253,8.729113924,13.15443038,0.1620253165,10.79493671,2.248101266,0.1215189873,100,16
48.12180707,0.6811579685,18.33116298,8.314134028,11.17900431,0.1602724632,10.5879996,2.504257237,0.1202043474,100,12
47.50329181,0.6684898207,18.13025423,8.518180897,11.55677099,0.1215436038,10.84776664,2.532158412,0.1215436038,100,12
47.87823808,0.6652555186,17.961899,8.164499546,11.8939623,0.1007962907,11.06743272,2.187279508,0.08063703256,100,12
46.91607685,0.6875631951,17.39130435,8.998988878,12.63902932,0.111223458,10.86956522,2.315470172,0.07077856421,100,16
48.47894338,0.6820396233,19.47602035,7.805564577,10.16563819,0.1515643607,10.60950525,2.500811952,0.1299123092,100,12
47.32334047,0.7066381156,18.00856531,8.319057816,12.23768737,0.1391862955,10.55674518,2.591006424,0.1177730193,100,16
46.88607595,0.6075949367,17.29620253,8.729113924,13.15443038,0.1620253165,10.79493671,2.248101266,0.1215189873,100,16
47.50329181,0.6684898207,18.13025423,8.518180897,11.55677099,0.1215436038,10.84776664,2.532158412,0.1215436038,100,12
46.11183787,0.7903149537,21.86538039,4.311097147,3.850252338,0.111454673,9.676292061,6.910189723,6.373180844,100,0
44.78768949,0.3231580752,20.96488013,6.718401851,3.938489042,0.201973797,11.26003918,6.442964125,5.362404311,100,0
43.77569881,0.9178775556,20.40512412,6.285710228,4.609560911,0.3933760953,12.69898728,5.28536087,5.628304132,100,0
45.05906027,0.9139768818,21.22457425,6.13457424,3.950411189,0.3452801553,10.18576458,6.41814877,5.768209654,100,0
44.33974283,1.746222023,19.07568853,7.787222989,4.258330898,0.2757192668,9.854410832,6.709168826,5.953493798,100,0
54.4056229,0.590811857,14.80085566,11.53101762,0.1018641133,0.4176428644,2.53641642,10.74666395,4.869104614,100,1
59.65973147,0.2254791432,16.75719996,5.749718151,0.05124525981,0.3074715589,0.7891770011,10.87424413,5.58573332,100,1
56.04653536,0.5000510256,15.26686397,8.837636494,0.04082049189,0.4388202878,1.040922543,14.36881314,3.459536687,100,1
52.61858216,0.9568885688,10.02160716,15.38224097,0.09260211956,0.5350344686,2.212161745,14.18870254,3.992180265,100,1
53.85708486,0.5887129517,15.00203004,10.56638246,0.131952903,0.4060089322,2.771010962,11.83516037,4.841656516,100,1
55.48400286,0.5928651743,15.05673106,10.20136972,0.1737708269,0.439537974,2.371460697,10.4875805,5.192681182,100,1
53.73745648,0.9215646119,11.58099529,13.81322957,0.08191685439,0.4915011264,2.006962933,13.1066967,4.259676428,100,1
53.09617918,0.8817269687,10.08411878,15.5062329,0.09121313469,0.5776831864,2.158710854,13.61102665,3.993108341,100,1
54.13786092,0.7421716145,14.22326149,11.52907686,0.08133387556,0.4168361122,2.10451403,11.84424563,4.920699471,100,1
55.81134766,0.4176428644,15.68707344,9.147397372,0.06111846796,0.4176428644,1.110318835,12.5904044,4.75705409,100,1
48.2923074,1.502872637,17.13274806,5.009575457,9.017235822,0.008873886548,11.52202355,6.011490548,1.502872637,100,25
43.64191251,10.57985758,9.145473042,18.00610376,6.388606307,0.1017293998,11.69888098,0.1525940997,0.2848423194,100,0
42.53164557,11.44303797,8.243037975,19.34177215,7.088607595,0.1620253165,10.83544304,0.1012658228,0.253164557,100,0
44.48254993,8.946943716,9.733709905,18.76134759,5.961266895,0.2118216663,11.29715554,0.3631228566,0.2420819044,100,0
47.21941355,2.264914055,11.1223458,22.44691608,4.641051567,0.2932254803,11.72901921,0.2123356926,0.07077856421,100,0
50.22601708,0.7634354596,14.26418885,10.04520342,9.050728277,0.1506780512,13.86238071,1.506780512,0.1305876444,100,0
52.3857868,1.604060914,14.11167513,9.827411168,7.827411168,0.1624365482,11.97969543,1.715736041,0.385786802,100,0
52.51951739,1.956808273,13.9916861,9.784041367,7.300010139,0.2129169624,11.55834939,2.129169624,0.5475007604,100,0
51.72589349,1.1404134,14.05152225,10.89502087,7.942164749,0.1934629875,12.42236025,1.486610325,0.142551675,100,0
51.83453603,1.829454213,14.22908832,10.5701799,7.124707796,0.1931090558,11.58654335,2.144526883,0.4878544568,100,0
51.32366366,1.247591034,14.20022315,10.95445786,7.515975251,0.1927173141,12.47591034,1.917030125,0.1724312811,100,0
53.27291037,2.104733132,13.9979859,10.27190332,6.96878147,0.2014098691,10.87613293,1.812688822,0.4934541793,100,0
52.13657739,1.461868738,13.9030873,11.44960131,7.503578,0.1022285831,11.75628706,1.51298303,0.1737885913,100,0
52.03529176,1.283336675,13.93623421,11.63023862,7.639863645,0.18046922,11.7304993,1.423701624,0.1403649489,100,0
51.69971671,1.66936463,13.35491704,12.64670174,7.405908539,0.1011736139,11.53379199,1.406313234,0.1821125051,100,0
51.77000205,1.954164109,12.99365664,12.78903213,6.834458768,0.1227747084,11.25434827,2.066707592,0.2148557397,100,0
51.89924843,2.468007313,13.10176722,11.67987,7.414178347,0.132033313,11.57830591,1.492992078,0.2335974,100,0
52.19696197,2.71179529,12.84534611,13.04924049,6.279946987,0.2140891018,10.19471914,2.161280457,0.3466204506,100,0
51.78553261,2.390884118,13.02268796,13.32790721,6.338386408,0.1933055245,10.58093397,1.831315495,0.5290466985,100,0
59.09760202,1.020193521,17.85864535,6.005469079,3.397139251,0.1367269668,6.773243584,4.291123265,1.419856963,100,1
58.2314805,1.030927835,18.14220427,6.153682644,3.454139654,0.07439685408,7.227122967,4.33627378,1.349771495,100,1
57.47249226,1.068261938,18.25659652,6.388206388,3.696186305,0.1281914325,7.926503579,3.909838692,1.153722893,100,2
58.39408347,1.024828315,17.32699419,6.920232435,3.454833597,0.1584786054,7.036450079,4.226096144,1.45800317,100,1
57.46663842,0.9531878839,18.25884347,6.799406905,3.611522982,0.03177292946,7.551366236,3.98220716,1.345054014,100,1.5
60.10265005,1.120770923,17.65999791,6.326594742,2.650047135,0.08379595685,6.001885409,4.441185713,1.613072169,100,1.5
60.43403891,0.8445584777,17.97092153,6.339533889,2.426769297,0.1175967501,5.986743639,4.222792388,1.657045114,100,2
59.83615278,1.042664113,17.64017449,6.60708586,2.585381424,0.117033727,5.989998936,4.574954782,1.606553889,100,1.5
58.68384624,0.9796613779,17.9533596,6.634011287,3.077414546,0.1277819189,6.74049622,4.312639761,1.490789053,100,1.5
61.80081855,1.19634799,16.85381467,6.202119845,2.109350404,0.09444852555,5.142197502,4.701437716,1.899464792,100,1
67.12977581,0.7367645511,16.37722345,3.410167351,1.168298074,0.05262603936,3.031259867,5.188927481,2.904957373,100,1
65.79835478,0.8437038599,16.54714195,4.144695212,1.392111369,0.08437038599,3.606834001,5.020037967,2.562750475,100,1
63.33684211,1.021052632,16.93684211,5.105263158,1.989473684,0.1052631579,4.736842105,4.778947368,1.989473684,100,1
68.22172855,0.4866180049,15.93145033,3.364011425,0.7616629641,0.02115730456,2.454247329,5.373955358,3.38516873,100,1.5
58.26612903,0.7358870968,17.74193548,4.102822581,6.209677419,0.04032258065,9.102822581,3.215725806,0.5846774194,100,15
54.21940928,0.6962025316,19.00843882,6.308016878,5.643459916,0.1476793249,10.30590717,3.238396624,0.4324894515,100,2
60.61443606,0.6590836611,17.3594132,4.634846391,4.454129903,0.1063038163,7.388115233,3.826937387,0.9567343468,100,2
61.89351653,0.6977243452,18.45212538,4.197080292,3.08072134,0.08587376556,6.354658652,4.143409188,1.094890511,100,2
56.84086275,0.8584612083,18.84322352,6.363343706,4.056229209,0.1609614766,8.209035304,4.077690739,0.5901920807,100,2
62.93916468,0.8912840709,17.76349881,4.228417453,2.601305835,0.08291014613,5.409887035,4.622240647,1.461291326,100,2
58.87648542,0.5881646861,17.6089305,6.997959429,5.125435122,0.1440403313,9.110550954,1.248349538,0.3000840235,100,8
59.06439571,0.384974335,19.69202053,5.856276248,3.686420905,0.1399906673,8.212785814,2.239850677,0.7232851143,100,8
58.1057837,0.9245323586,18.63040206,6.020210707,3.515373038,0.204257149,7.321006235,4.633412169,0.6450225758,100,2
59.70821712,0.9654580562,18.36515769,5.696202532,2.874919545,0.1394550526,6.286204677,5.213473504,0.7509118215,100,2
65.70208222,0.4698344901,17.62947144,3.555792846,1.751201281,0.04271222637,4.634276562,4.709022958,1.50560598,100,2
