SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,FeOt_Cpx,MgO_Cpx,MnO_Cpx,CaO_Cpx,Na2O_Cpx,Cr2O3_Cpx,Total_Cpx,P_kbar
49.9,0.74,10,9.6,10.5,0.22,16.3,2,0.006715364297,99.26671536,20
50.3,0.8,6.3,9.8,14.6,0.28,15.7,1.1,0.33,99.21,15
50.3,0.79,6.8,9.88,14.4,0.25,16.3,0.7,0.008716271326,99.42871627,10
50.2,0.7,4.6,9.9,14.7,0.35,18.8,0.31,0.006645415224,99.56664542,15
45.1,2.3,13.8,10.1,6.3,0.22,18.2,3.1,0.31,99.43,20
50.2,1.18,9.2,10.7,11.4,0.34,15.3,1.37,0.005404282201,99.69540428,20
50.45,0.58,3.5,10.7,13.8,0.33,19.2,0.4,0.03,98.99,10
49.9,0.29,6.52,11.76,14,0.04,15.78,0.97,0.005541538706,99.26554154,10
50.2,0.89,6.7,13.2,13.3,0.39,14.2,0.69,0.007930687424,99.57793069,15
51.77,0.57,0.76,19.17,23.38,0.33,3.7,0.08,0.46,100.22,0
51.3,0.44,8.74,3.12,20.7,0.001267469687,14.4,0.5,0.79,99.99126747,15
51.3,0.62,8.43,3.13,20,0.005347107085,15.1,0.62,0.79,99.99534711,15
51.8,0.38,7.22,3.25,20.8,0.00135443431,14.5,0.68,1.4,100.0313544,15
50.8,0.68,9.16,3.36,19.3,0.004587713548,15.7,0.71,0.37,100.0845877,15
50.9,0.51,9.08,3.53,18.9,0.006374921761,15.7,1.04,0.28,99.94637492,15
50.6,0.47,9.3,3.74,19.8,0.003927425681,14.8,0.85,0.41,99.97392743,15
49.4,1.02,12.5,3.89,16.2,0.00901508037,15.4,1.42,0.2,100.0390151,15
51.2,0.7,8.22,4.34,18.7,0.001934476287,14.9,1.15,0.78,99.99193448,15
50.2,0.86,10.5,4.36,18.9,0.00206830867,13.6,1.32,0.2,99.94206831,15
51.92,0.83,11.47,5.630802,9.99,0.03,16.25,4.19,0.05,100.360802,18
51.54,0.94,2.51,5.23,14.85,0.08,23.37,0.75,0.06,99.33,0
51.51,1.17,2.54,6.25,15.89,0.08,22.12,0.29,0.21,100.06,0
44.76,3.52,9.13,6.57,11.9,0.07,23.01,0.36,0.06,99.38,0
44.05,3.37,10.14,7.07,11.73,0.11,22.31,0.5,0.24,99.52,0
50.59,1.75,2.21,7.1,15.13,0.2,21.18,0.44,0.26,98.86,0
49.8,1.5,4.1,7.23,15.08,0.13,21.92,0.32,0.73,100.81,0
44.84,3.33,9.14,7.52,11.78,0.1,22.6,0.46,0.22,99.99,0
43.97,3.98,9.98,7.69,11.3,0.14,22.55,0.52,0.08,100.21,0
46.7,2.22,6.45,7.73,13.18,0.11,22.27,0.35,0.35,99.36,0
47.15,3.3,5.33,9.12,12.35,0.17,21.54,0.63,0.1,99.69,0
44.54,3.79,8.55,9.2,11.14,0.2,22.42,0.54,0.007855967549,100.387856,0
49.13,1.45,3.95,9.23,12.63,0.33,22.1,0.59,0.006391981403,99.41639198,0
43.56,3.24,8.18,9.75,10.37,0.23,22.45,0.62,0.009249728071,98.40924973,0
49.95,1.07,2.85,10.41,16.14,0.25,17.97,0.23,0.21,99.08,0
50.1,1.03,4.04,10.94,14.09,0.25,19.3,0.3,0.28,100.33,0
50.6,1.53,2.31,11.25,13.53,0.31,19.71,0.39,0.29,99.92,0
51.88,0.97,3.56,12.46,13.82,0.32,17.04,0.61,0.005569920303,100.6655699,0
51.14,0.96,2.42,15,13.69,0.27,15.69,0.42,0.00374651821,99.59374652,0
52.8,0.06,7.11,3.27,21.8,0.001622951887,12.7,0.0002739423478,0.51,98.25189689,28
50.8,0.15,8.28,3.91,18.6,0.03,16.2,0.0005609433747,0.57,98.54056094,15
50,0.23,9.7,4.22,18.1,0.01,16.1,0.009104410433,0.63,98.99910441,12
50.2,0.19,11.4,4.39,18.3,0.01,14.1,0.005161053523,0.48,99.07516105,19
52.7,0.48,9.63,5.24,18,0.11,10.1,0.00821448069,0.61,96.87821448,28
54,0.29,7.54,5.7,24,0.1,5.97,0.002212349784,0.53,98.13221235,28
53.5,0.3,7.57,5.72,23.8,0.13,5.99,0.00300568894,0.42,97.43300569,28
53.4,0.4,8.66,6.23,22.5,0.13,6.53,0.003086339797,0.56,98.41308634,24
53.5,0.28,6.94,7.63,22,0.1,7.44,0.0001489104241,0.58,98.47014891,28
53.9,0.3,6.21,7.88,23.7,0.09,6.14,0.001731494234,0.55,98.77173149,28
55.86,0.04,1.33,5.445932,29.41,0.004761546733,6.74,0.14,1.6,100.5706935,15
54.95,0.006482662101,2.21,2.05,19.97,0.06,18.87,0.18,1.94,100.2364827,10
53.7,0.009401892611,2.74,2.62,20.04,0.08,19.26,0.18,1.91,100.5394019,10
54.04,0.006529386076,3.19,2.72,20.46,0.08,18.68,0.21,2.04,101.4265294,10
53,0.0002482923256,4.38,2.81,19.72,0.08,18.09,0.35,1.43,99.86024829,10
53.74,0.01577593046,4.07,3.13,20.25,0.1,17.59,0.25,1.93,101.0757759,10
52.62,0.01742689321,5.05,3.14,20.2,0.11,17.17,0.24,1.57,100.1174269,10
53.59,0.002768416888,4.24,3.14,20.04,0.1,17.79,0.3,1.56,100.7627684,10
52.43,0.07,4.02,3.17,19.7,0.1,18.49,0.28,1.66,99.92,10
51.77,0.09,5.81,3.34,19.53,0.1,17.22,0.22,1.12,99.2,10
52.57,0.11,5.52,3.35,19.58,0.09,17.52,0.34,1.3,100.38,10
52.98,0.14,5.04,3.48,19.61,0.11,17.76,0.23,1.36,100.71,10
51.95,0.06,4.66,3.54,20.69,0.1,16.69,0.22,1.51,99.42,10
53.25,0.1,4.93,3.56,20.96,0.1,16.33,0.27,1.59,101.09,10
52.94,0.007235347253,3.88,3.58,21.54,0.13,15.46,0.17,1.76,99.46723535,10
53.77,0.11,4.31,3.6,20.51,0.11,16.95,0.23,1.51,101.1,10
53.28,0.06,4.99,3.68,21.24,0.1,15.56,0.23,1.52,100.66,10
53.63,0.01427626693,3.93,3.7,22.5,0.12,14.07,0.16,1.77,99.89427627,10
53.23,0.06,4.49,3.74,22.18,0.12,14.61,0.21,1.72,100.36,10
52.69,0.05,3.65,3.74,22.82,0.12,14.56,0.12,2.11,99.86,10
56.87,0.001037484768,1.81,4.35,30.17,0.12,6.44,0.07,1.66,101.4910375,10
54.68,0.005545388567,2.65,4.39,26.41,0.12,9.15,0.09,1.76,99.25554539,10
51.8,1.55,3.62,8.89,15.21,0.19,18.8,0.36,0.001444395906,100.4214444,4.3
49.12,1.72,7.63,9.34,12.69,0.19,18.4,0.68,0.006878547842,99.77687855,9.3
47.37,2.03,8.38,10.18,11.73,0.21,18.54,0.66,0.007842919955,99.10784292,9.3
50.07,1.26,3.08,10.33,16.24,0.25,18.16,0.28,0.009488668405,99.67948867,0
48.3,1.59,9.35,11.27,11.1,0.22,17.41,1.22,0.002323187568,100.4623232,14.3
49.13,1.95,5.16,11.94,11.99,0.22,18.19,0.44,0.009826718887,99.02982672,4.3
50.88,1.86,3.59,12.13,14.84,0.24,16.61,0.32,0.003467145656,100.4734671,4.3
49.44,2.12,3.52,12.81,13.63,0.28,16.91,0.32,0.00792481109,99.03792481,4.3
47.48,2.1,7.51,12.98,12.48,0.25,15.77,0.61,0.005679620204,99.18567962,9.3
47.1,2.27,7.17,13.18,11.58,0.25,16.71,0.5,0.00435959614,98.7643596,6.8
48.32,1.74,8.52,13.42,11.31,0.24,15.76,1.04,0.008619976111,100.35862,14.3
47.34,2.12,7.03,13.46,12.65,0.27,15.39,0.56,0.008073164579,98.82807316,9.3
47.9,1.93,8.07,16.06,10.47,0.27,14.88,0.96,0.006190086613,100.5461901,14.3
50.9,0.38,4.37,4.56,15.4,0.008776031267,23.1,0.2,0.71,99.62877603,2
51,0.47,4.4,4.7,15.7,0.07,22.3,0.21,0.67,99.52,2
51,0.5,4.69,5.14,15.5,0.1,22.1,0.21,0.51,99.75,2
51.5,0.5,3.7,5.18,15.8,0.09,22.8,0.24,0.66,100.47,1
51.4,0.63,3.67,5.27,15.7,0.1,22.7,0.21,0.28,99.96,2
51.4,0.63,3.56,5.43,15.7,0.06,22.6,0.19,0.34,99.91,2
52.1,0.6,3,5.6,16.4,0.11,21.9,0.22,0.5,100.43,1
51.1,0.63,4.41,5.66,15.6,0.13,22.6,0.23,0.27,100.63,2
50.3,0.73,4.12,5.83,15,0.0009484287986,22.7,0.24,0.28,99.20094843,2
50.5,0.93,4.5,6.11,15,0.13,22.8,0.27,0.23,100.47,2
49.4,1.08,5.82,6.35,14.4,0.13,23,0.34,0.08,100.6,2
47.3,1.75,7.85,6.51,13.1,0.14,22.5,0.25,0.22,99.62,2
51.4,0.59,2.86,6.61,15.5,0.21,21.9,0.22,0.17,99.46,2
51.8,0.88,3.2,7.1,15.6,0.17,21.6,0.27,0.24,100.86,1
49.3,0.99,5.54,7.14,14.4,0.25,22.3,0.24,0.09,100.25,2
51.8,0.77,3,7.15,15.6,0.2,21.6,0.25,0.16,100.53,1
51,0.56,4.14,7.33,14.4,0.2,22.4,0.31,0.09,100.43,2
51.85,0.88,6.32,7.42,12.18,0.21,19.65,1.35,0.002425026975,99.86242503,15
52.15,1.1,11.03,8.29,7.67,0.05,14.84,4.6,0.006321537421,99.73632154,20
52.05,1.03,10.45,8.88,7.29,0.04,15.44,4.43,0.0002963750738,99.61029638,20
51.65,0.7,6.18,10.49,9.49,0.09,18.27,2.06,0.0003111734452,98.93031117,15
50.94,0.69,11.13,10.62,6.49,0.07,13.74,4.77,0.002237338304,98.45223734,20
51.46,1.03,11.4,10.89,5.72,0.08,13.01,5.65,0.009334092201,99.24933409,20
51.02,0.78,6.52,12,9.01,0.07,17.58,2.45,0.002372918432,99.43237292,15
50.75,0.69,5.4,12.22,9.54,0.05,17.66,1.95,0.009295722297,98.26929572,15
51.21,0.68,6.78,13.24,8.59,0.09,16.85,2.03,0.008168165012,99.47816817,15
50.64,0.61,5.3,13.72,9.84,0.06,16.55,1.82,0.002032269795,98.54203227,15
51.11,0.58,6.02,13.73,8.82,0.1,17.37,1.94,0.008811822253,99.67881182,20
49.9,0.68,4.44,13.96,9.88,0.15,18.32,1.03,0.002871146852,98.36287115,12.5
49.99,0.7,5.78,14.15,9.23,0.1,17.13,1.69,0.005857159844,98.77585716,15
48.65,0.56,4.36,17.3,10.47,0.54,15.91,0.66,0.0009129397303,98.45091294,10
49.6,0.51,4.53,17.52,9.87,0.11,16.44,1.22,0.005400911249,99.80540091,12.5
48.34,0.58,4.4,18.1,11.19,0.55,14.34,0.62,0.0006946387245,98.12069464,10
49.24,0.51,3.79,18.27,9.15,0.2,16.92,0.81,0.0002152219899,98.89021522,10
48.83,0.61,4.1,19.24,10.27,0.28,14.81,0.61,0.004189923611,98.75418992,10
49.78,0.43,3.41,20.01,10.16,0.26,14.34,0.59,0.007621496315,98.9876215,10
48.94,0.5,3.77,21.68,10.4,0.24,12.17,0.53,0.00404380013,98.2340438,10
55.42,0.06,8.84,2.17,11.94,0.001737612873,17.91,4.3,0.000746630657,100.6424842,18
52.43,0.68,13.53,2.34,9.51,0.007567868746,17.23,3.41,0.006469602744,99.14403747,27
48.62,0.66,19.01,2.94,6.83,0.006160827792,18.32,2.85,0.002375387288,99.23853622,27
51.69,0.92,10.06,2.96,11.08,0.007932916163,20.48,2.53,0.00138273018,99.72931565,21
50.62,0.7,11.5,3.03,10.87,0.003112577037,19.04,3.89,0.003907978231,99.65702056,21
50.97,0.78,12.11,3.22,11.39,0.009921395973,19.31,2.5,0.004427146492,100.2943485,21
52.37,0.43,5.3,3.38,15.23,0.006849038488,21.29,1.43,0.004943267478,99.44179231,15
52.45,0.91,8.86,3.6,11.2,0.008874940165,19.88,2.96,0.007292205735,99.87616715,21
52.39,0.46,6.42,3.85,15.12,0.0003598056869,20.05,1.33,0.00671563052,99.62707544,15
52.31,0.14,5.85,5.01,14.56,0.008148584093,20.37,1.24,0.003005013908,99.4911536,15
51.8,0.4,5.12,7.4,14.07,0.006731205914,19.9,0.83,0.0002495371007,99.52698074,10
51.2,0.87,4.05,8.5,14.54,0.007358507991,19.59,0.49,0.000009954700512,99.24736846,10
51.45,0.34,5.09,3.451804,18.08,0.15,19.61,0.38,0.006568706972,98.55837271,10
51.6,0.76,5.23,5.227876,16.86,0.15,18.98,0.69,0.003695124575,99.50157112,10
46.53,0.7,13.29,5.551824,12.67,0.22,19.94,0.68,0.001067163059,99.58289116,15
52.96,0.44,3.38,5.925772,18.86,0.2,17.35,0.6,0.009065477835,99.72483748,10
51.52,0.63,4.81,5.448958,17.24,0.13,17.8,0.7,0.009479080414,98.28843708,10
50.14,0.41,7.99,6.126854,15.4,0.22,19.23,0.55,0.0005177900535,100.0673718,15
49.9,1.09,7.92,6.85,15.1,0.08,17.49,0.92,0.0008761942628,99.35087619,25
50.99,0.95,13.55,6.48,11.14,0.21,13.73,3.08,0.007645392026,100.1376454,30
51.54,1.65,14.21,6.76,8.51,0.001704697462,12.93,4.15,0.002509089433,99.75421379,30
51.08,1.74,14.9,7.3,8.3,0.0031106323,12.61,4.32,0.00466803401,100.2577787,30
50.38,1.25,14.56,7.33,9.42,0.43,12.53,3.59,0.001927383622,99.49192738,30
50.39,0.6,7.61,4.98,14.81,0.00514189542,19.64,1.07,0.02,99.1251419,12
50.64,0.6,8.26,5.22,13.46,0.12,19.13,1.14,0.16,98.73,15
48.54,0.65,9.05,6.39,14.6,0.19,19.82,0.53,0.19,99.96,10
47.83,1.01,9.16,7.61,13.59,0.17,18.76,0.61,0.08,98.82,10
48.14,1.37,9.06,8.37,11.45,0.13,20.25,0.97,0.05,99.79,15
53.33,0.21,0.99,18.52,23.18,0.68,2.18,0.03,0.65,99.77,0
52.7,0.15,1.3,19.42,22.13,0.72,2.45,0.002820121794,0.72,99.59282012,0
50.29,0.92,6.23,9.97,15.45,0.21,16.64,0.51,0.17,100.39,10
53.96,0.24,2.04,6.79,18.05,0.29,19.38,0.21,0.005479890891,100.9654799,2
52,1,12.6,6.7,10,0.1,15.2,2.9,0.004364863487,100.5043649,30
49.7,1,12.5,6.8,13.6,0.2,16.1,1.2,0.001578842295,101.1015788,20
51.5,0.9,12.6,6.9,11.3,0.1,16.4,2.4,0.00283433227,102.1028343,30
48.8,0.8,12.2,7.7,13.6,0.3,15.1,1.1,0.002993806361,99.60299381,22.5
48.5,1.1,12.6,8.4,12.2,0.2,15.2,1.4,0.0004290031264,99.600429,20
48.9,0.8,12.3,8.5,13.1,0.1,15.4,1.2,0.0007386235115,100.3007386,22.5
49.7,1,11.6,8.6,13.8,0.2,14.5,1.1,0.004090004039,100.50409,17.5
52.3,0.6,4.7,10.3,20.1,0.3,11.2,0.5,0.002512977415,100.002513,12.5
51.5,0.7,6.6,10.8,15.4,0.2,13.6,1.1,0.006850459648,99.90685046,15
49.4,1.2,13,12.2,11.8,0.1,12.5,1.8,0.006200966004,102.006201,22.5
49.54,1.13,8.16,5.66,17.84,0.16,15,0.8,0.002745129664,98.29274513,14
53.67,0.48,4.48,8.77,25.72,0.21,5.43,0.41,0.33,99.5,14
52.12,0.55,2.98,6.02,17.08,0.12,21.06,0.23,0.68,100.84,0.001
52.03,0.72,2.43,8.14,16.6,0.18,19.32,0.26,0.29,99.97,0.001
50.57,0.96,3.68,8.38,16.1,0.22,19.17,0.25,0.43,99.76,0.001
50.34,0.92,3.53,8.8,16.02,0.2,18.24,0.26,0.36,98.67,0.001
50.37,1.09,3.78,8.99,15.41,0.16,19.32,0.35,0.26,99.73,0.001
50.45,0.81,3.18,9.03,15.88,0.21,19.38,0.2,0.41,99.55,0.001
50.69,0.8,2.89,9.56,16.09,0.24,18.26,0.26,0.47,99.26,0.001
51.09,0.94,3.61,9.94,15.95,0.24,18.82,0.23,0.3,101.12,0.001
50.19,1.01,2.89,10.13,15.1,0.22,19.59,0.3,0.22,99.65,0.001
51.41,1.03,3.08,10.35,15.01,0.23,18.97,0.22,0.29,100.59,0.001
50.83,1.21,3.17,10.77,14.48,0.27,18.56,0.22,0.32,99.83,0.001
50.26,1.16,2.77,11.53,15,0.24,17.95,0.23,0.18,99.32,0.001
50.56,1.24,2.5,11.65,14.95,0.21,18.64,0.29,0.23,100.27,0.001
51.19,1.26,2.15,11.9,15.65,0.32,17.57,0.23,0.28,100.55,0.001
51.46,0.9,2.31,12.71,14.21,0.35,18.57,0.21,0.41,101.13,0.001
51.51,1.26,2.81,12.78,14.39,0.24,18.01,0.2,0.14,101.34,0.001
51.34,0.9,1.95,12.95,14.44,0.29,17.2,0.23,0.17,99.47,0.001
49.41,1.46,3.38,13.06,13.96,0.29,18.11,0.19,0.18,100.04,0.001
50.83,1.14,1.93,14.08,14.86,0.31,16.27,0.23,0.08,99.73,0.001
52.23,0.53,2.18,7.01,16.56,0.18,20.31,0.28,0.56,99.84,0.001
52.18,0.61,2.47,7.62,16.29,0.2,18.97,0.28,0.15,98.77,0.001
51.28,0.75,3.66,8.05,15.66,0.18,20.35,0.25,0.51,100.69,0.001
50.52,0.84,3.59,8.92,15.56,0.21,19.46,0.27,0.3,99.67,0.001
51.31,0.92,3.75,9.42,15.1,0.27,19.36,0.27,0.25,100.65,0.001
50.41,0.9,3.86,9.59,14.8,0.2,19.76,0.31,0.23,100.06,0.001
52.18,0.61,2.47,7.62,16.29,0.2,18.97,0.28,0.15,98.77,0
51.38,0.56,2.34,7.64,16.04,0.16,20.23,0.29,0.38,99.02,0
51.38,0.72,2.21,8.88,16.5,0.21,19.56,0.3,0.18,99.94,0
51.58,0.72,2.3,8.9,16.26,0.22,19.48,0.29,0.14,99.89,0
51.31,0.92,3.75,9.42,15.1,0.27,19.36,0.27,0.25,100.65,0
50.41,0.9,3.86,9.59,14.8,0.2,19.76,0.31,0.23,100.06,0
50.33,0.93,3.36,9.83,15.16,0.2,19.39,0.27,0.19,99.66,0
50.62,1.11,2.14,11.6,15.84,0.27,18.23,0.33,0.04,100.18,0
49.73,1.35,2.25,13.81,14.78,0.36,16.2,0.28,0.18,98.94,0
50.62,2.19,4.01,8.69,13.7,0.004689988214,20.89,0.29,0.002781364024,100.3974714,0.001
51.42,1.48,3.33,9.15,14.32,0.0003740640666,20.47,0.28,0.003485583459,100.4538596,0.001
51.5,1.6,3.5,9.2,14.3,0.007535101311,20.5,0.28,0.009555848184,100.8970909,0.001
51.2,1.7,3.2,9.8,14.1,0.007065254208,20.1,0.28,0.001515112799,100.3885804,0.001
51.5,1.4,2.6,10.3,14.49,0.003049805153,19.51,0.27,0.002919263725,100.0759691,0.001
51.5,0.69,2.61,6.23,16.9,0.18,20.3,0.29,0.7,99.4,0
51.7,0.8,2.95,7.21,16.3,0.15,20.3,0.32,0.68,100.41,0
50.96,1.47,15.58,5.91,7.51,0.01,13.71,4.74,0.04,99.93,30
51.17,0.49,10.21,6.37,13.21,0.17,13.33,2.4,0.22,97.57,30
49.17,1.01,3.27,7.21,15.86,0.19,19.87,0.2,0.21,96.99,0
49.9,0.92,7.34,7.63,17.03,0.21,13.07,0.65,0.28,97.03,10
53.15,0.29,5.93,8.22,21.16,0.1,8.64,1.02,0.21,98.72,30
50.76,1.63,4.32,8.88,14.82,0.14,19.59,0.39,0.34,100.87,0
54.68,0.35,5.66,9.4,21.79,0.17,7.83,0.8,0.23,100.91,25
53.75,0.31,4.78,9.43,22.35,0.18,8.25,0.69,0.26,100,20
52.23,0.76,4.49,9.54,17.96,0.22,13.94,0.58,0.4,100.12,11
53.77,0.42,6.72,9.57,20.04,0.16,8.99,0.98,0.2,100.85,25
52.33,0.59,4.82,9.62,19.24,0.18,11.4,0.64,0.28,99.1,15
52.37,0.63,6.28,10.36,19.47,0.17,9.78,0.92,0.24,100.22,20
51.49,0.69,7.21,10.49,18.38,0.17,9.9,1.02,0.25,99.6,20
51.5,1.26,6.27,10.6,16.33,0.19,14.52,0.81,0.26,101.74,11
51.15,0.85,7.83,11.56,17.41,0.14,10.43,0.94,0.18,100.49,15
50.56,0.4,5.76,4.2,16.46,0.13,20.76,0.25,1.28,99.8,10
52.08,0.23,3.78,4.3,17.39,0.11,21.68,0.21,0.009207296233,99.7892073,10
51,0.48,7.07,4.43,16.34,0.12,20.43,0.29,1.19,101.35,10
52.26,0.4,6.43,4.65,16.99,0.16,20.08,0.28,0.53,101.78,10
50.97,0.48,6.49,4.86,16.3,0.2,19.99,0.34,1.06,100.69,10
52.81,0.26,3.2,4.92,17.64,0.26,20.58,0.32,0.008967796033,99.9989678,10
50.91,0.24,4.3,5.12,17.13,0.09,21.27,0.27,0.78,100.11,10
52.73,0.21,3,5.3,17.99,0.21,20,0.34,0.00647480662,99.78647481,10
52.6,0.2,3.45,5.4,18.04,0.2,19.32,0.29,0.00213400615,99.50213401,10
50.87,0.51,6.95,5.52,16.29,0.15,20.05,0.33,0.41,101.08,10
50.38,0.35,4.88,5.56,16.33,0.14,20.87,0.24,0.59,99.34,10
51.24,0.23,4.64,5.64,17.26,0.08,20.2,0.32,0.77,100.38,10
51,0.51,7.21,5.65,17.11,0.17,19.81,0.31,0.008665174764,101.7786652,10
49.35,0.34,7.49,5.68,15.57,0.16,21.24,0.32,0.007680786897,100.1576808,10
49.39,0.6,7.97,5.7,15.7,0.2,19.49,0.38,0.00757540523,99.43757541,10
50.62,0.35,5.46,5.79,16.55,0.14,20.41,0.28,0.57,100.17,10
51.16,0.81,7.39,5.82,15.79,0.14,20.21,0.41,0.15,101.88,10
50.81,0.7,7.26,6.22,15.21,0.17,20.91,0.31,0.16,101.75,10
49.12,0.6,6.99,6.26,14.78,0.22,20.44,0.48,0.003814486288,98.89381449,10
48.73,0.42,7.89,6.39,14.85,0.2,21.49,0.32,0.008527597095,100.2985276,10
49.81,0.48,5.89,6.64,16.06,0.17,19.86,0.27,0.2,99.38,10
48.49,0.43,5.77,6.76,15.66,0.2,20.87,0.2,0.18,98.56,10
48.21,0.57,6.44,6.78,15.5,0.18,20.48,0.28,0.23,98.67,10
48.88,0.69,6.86,6.86,14.44,0.26,21.22,0.46,0.008965162731,99.67896516,10
48.87,0.6,7.95,7.03,14.63,0.26,20.15,0.41,0.004268054441,99.90426805,10
47.37,0.84,8.2,7.78,12.91,0.31,21.23,0.51,0.004777138131,99.15477714,10
50.08,0.83,5.05,8.18,14.63,0.59,19.48,0.32,0.007052614783,99.16705261,10
47.41,0.84,8.07,8.34,13.73,0.34,20.74,0.44,0.00612284978,99.91612285,10
48.7,0.77,5.11,8.65,13.23,0.71,19.35,0.46,0.005470148434,96.98547015,10
48.64,0.92,8.41,8.67,15.15,0.27,17.17,0.5,0.0006973190548,99.73069732,10
46.3,0.96,9.26,9.17,11.22,0.33,21.74,0.57,0.002120096692,99.5521201,10
51.6,0.65,5.5,10.62,12.99,0.84,18.89,0.53,0.004001874025,101.6240019,10
47.88,1.34,7.79,13.83,12.49,0.51,14.86,0.57,0.009073897826,99.2790739,10
47.32,1.17,6.07,19.6,10.88,0.51,12.87,0.6,0.003622216204,99.02362222,10
52.32,0.26,4.24,4.01,19.98,0.11,18.11,0.31,1.25,100.59,7
52.45,0.25,5.08,5.64,19.86,0.22,16.53,0.31,1.02,101.36,7
51.92,0.28,4.3,5.98,18.86,0.17,17.78,0.37,0.49,100.15,7
53.34,0.37,3.61,6.26,18.78,0.21,17.5,0.4,0.51,100.98,7
52.64,0.42,3.59,7.61,17.72,0.19,18.52,0.38,0.13,101.2,7
52.81,0.46,2.51,7.72,18.44,0.19,16.68,0.35,0.57,99.73,7
51.73,0.73,2.5,13.9,16.62,0.36,14.34,0.37,0.09,100.64,7
50.78,0.89,2.13,19.19,14.5,0.42,12.88,0.3,0.09,101.18,7
48.54,1.02,1.79,23.62,9.9,0.46,13.9,0.3,0.04,99.57,7
48.78,0.93,1.59,29.48,5.67,0.45,12.71,0.28,0.03,99.92,7
52.57,0.26,4.98,4.05,19.62,0.15,18.09,0.32,1.26,101.3,10
52.38,0.21,5.39,4.18,20.15,0.12,16.94,0.35,1.23,100.95,10
51.34,0.3,7.1,4.89,17.89,0.14,17.87,0.44,1,100.97,10
52.04,0.41,5.96,4.95,18.95,0.17,17.47,0.42,0.54,100.91,10
50.47,0.41,7.69,5.14,16.95,0.16,19.04,0.47,0.46,100.79,10
50.55,0.49,8.13,5.44,16.31,0.18,19.29,0.52,0.49,101.4,10
52.7,0.23,5.99,5.64,19.19,0.15,15.19,0.45,0.6,100.14,10
49.76,0.62,8.05,5.95,15.74,0.19,19.2,0.51,0.51,100.53,10
52.04,0.46,6.26,7.56,16.33,0.17,17.15,0.57,0.17,100.71,10
51.53,0.66,4.03,12.89,14.61,0.29,15.78,0.65,0.03,100.47,10
50.92,0.97,2.44,17.88,12.12,0.38,15.25,0.59,0.06,100.61,10
50.09,1.3,2.24,19.73,9.63,0.42,15.56,0.52,0.04,99.53,10
48.66,0.85,1.82,26.32,7.89,0.63,12.75,0.39,0.03,99.34,10
53.4,0.37,5.6,9.3,23.3,0.15,8.2,0.5,0.01,100.83,20.3
50.7,0.62,7.7,9.5,20,0.16,10.5,0.7,0.08,99.96,17.8
51.3,0.74,8.2,10.3,20.1,0.15,9.2,0.87,0.05,100.91,19.5
52.06,0.11,7.5,4.72,24.45,0.14,9.72,0.45,0.91,100.06,30
52.47,0.13,8.07,4.87,23.67,0.14,10.16,0.45,0.81,100.77,30
51.83,0.09,4.87,3.76,19.71,0.11,18.07,0.17,1.21,99.82,10
52.46,0.08,5.23,3.8,20,0.12,17.8,0.15,1.15,100.79,10
52.1,0.03,5.1,3.8,20.02,0.11,17.04,0.12,1.34,99.66,10
52.17,0.09,5.15,3.82,18.72,0.1,18.04,0.18,1.2,99.47,10
52.07,0.11,5.47,3.83,20.03,0.11,17.39,0.21,1.02,100.24,10
51.72,0.11,5.61,3.88,19.07,0.11,17.6,0.28,1.01,99.39,10
51.75,0.11,4.74,3.89,19.3,0.12,17.6,0.31,1.16,98.98,10
51.21,0.16,5.9,3.9,19.08,0.1,17.84,0.27,0.97,99.43,10
50.89,0.12,6.27,3.91,19.95,0.1,16.82,0.14,1,99.2,10
49.05,1.33,4.4,6.76,14.65,0.22,20.36,0.27,0.003488006123,97.04348801,0.001
48.9,0.71,8.62,6.96,17.72,0.16,13.86,0.44,0.006413953791,97.37641395,9.3
50.13,1.28,5.15,6.97,14.92,0.11,19.44,0.3,0.005631889983,98.30563189,4.3
49.23,1.73,5.07,7.08,14.68,0.18,20.14,0.35,0.007335994652,98.46733599,2.8
49.83,0.75,8.11,7.29,16.71,0.22,14.87,0.45,0.008013782565,98.23801378,9.3
48.69,1.82,3.37,7.39,14.04,0.18,19.1,0.41,0.005621941376,95.00562194,6.8
50.01,1.06,4.99,7.4,15.56,0.19,18.6,0.41,0.003162305686,98.22316231,6.8
49.43,2.15,4.49,7.97,13.95,0.15,20.36,0.32,0.001985497642,98.8219855,2.8
48.5,1.68,4.79,8.13,14.08,0.14,18.66,0.36,0.002355691493,96.34235569,4.3
48.83,2.67,5.13,8.69,12.94,0.21,20.62,0.37,0.009608489597,99.46960849,2.8
49.06,1.61,5.04,8.86,14.23,0.23,18.43,0.4,0.005660287142,97.86566029,6.8
49.57,1.82,4.48,9.08,14.61,0.21,18.4,0.43,0.004322247712,98.60432225,4.3
48,2.56,6.58,9.28,12.8,0.3,18.37,0.56,0.009872303341,98.4598723,6.8
48.54,1.03,7.98,9.45,15.79,0.25,14.3,0.55,0.007090121398,97.89709012,9.3
46.78,1.98,9.2,10.29,13.32,0.23,15.23,0.66,0.003431403247,97.6934314,9.3
47.18,1.32,9.03,10.48,14.12,0.24,17.94,0.64,0.004974318402,100.9549743,9.3
50.03,0.98,5.29,5.26,14.39,0.12,21.16,0.03,0.007938868151,97.26793887,4.3
