SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,FeOt_Cpx,MgO_Cpx,MnO_Cpx,CaO_Cpx,Na2O_Cpx,Cr2O3_Cpx,Total_Cpx,P_kbar
47.55,2.21,7.77,8.75,13.38,0.17,19.22,0.63,0.36,100.04,10
49.56,1.11,3.59,6.62,15.08,0.17,22.36,0.35,0.03,98.87,5
49.7,0.84,4.08,6.75,14.64,0.13,22.26,0.67,0.1,99.17,10
52.1,0.34,2.9,6.6,16.8,0.25,21.1,0.3,0.004138288955,100.3941383,7.01
50,0.9,4.6,7,16.8,0.29,20,0.34,0.009850293155,99.93985029,1.02
51.8,0.83,5.2,7.2,15,0.3,19.1,0.6,0.002345100416,100.0323451,1.02
51,0.5,4.3,7.2,15.9,0.21,21,0.39,0.004403238847,100.5044032,7.01
50.6,0.95,4.4,7.3,16.14,0.36,20.2,0.4,0.00132159202,100.3513216,1.02
50,1.1,4.6,7.8,15.9,0.33,20.6,0.38,0.001936800001,100.7119368,1.02
51.2,0.6,3.9,8,17.5,0.3,19.2,0.34,0.004269368004,101.0442694,1.04
51.8,0.74,3.5,8,17,0.33,19.4,0.33,0.0003653665658,101.1003654,1.04
51,0.8,4.6,8.1,16.6,0.3,19.4,0.32,0.002747219587,101.1227472,1.04
48.7,0.69,6.3,8.7,14.3,0.25,20.4,0.48,0.004317241584,99.82431724,7.01
48.9,0.69,6.6,9.2,14,0.29,20.6,0.44,0.001493296637,100.7214933,7.01
47.7,0.76,7.7,9.6,14.2,0.27,19.3,0.56,0.009641616549,100.0996416,7.03
50.9,0.8,3,9.8,16.6,0.4,17.6,0.3,0.002278980071,99.40227898,1.04
48.8,0.9,6.7,10.4,13.6,0.32,18.2,0.6,0.00651175251,99.52651175,7.03
48.4,0.76,7,10.8,14.1,0.28,18.9,0.6,0.004475834353,100.8444758,7.03
48.2,0.76,6.5,10.8,14,0.31,18.1,0.58,0.001422967065,99.25142297,7.04
51.1,0.5,4.4,10.9,16.2,0.38,16.3,0.2,0.002689014423,99.98268901,7.02
50.1,0.65,5.9,11,14.9,0.4,17.1,0.6,0.006158112143,100.6561581,7.03
50,0.8,6.5,12.9,11,0.3,18,0.8,0.006261218047,100.3062612,7.04
50.42,0.62,6.72,7.21,15.55,0.19,17.27,0.61,0.008838736003,98.59883874,2
48.1,0.85,8.32,12.3,10.5,0.29,18.5,0.71,0.009319896843,99.5793199,12
46.9,1.07,9.14,10.7,10,0.3,20.3,0.59,0.003589264117,99.00358926,12
48.3,0.71,7.8,11.2,12.2,0.4,19.2,0.6,0.007205297735,100.4172053,12
51.43,0.56,3.48,4.52,16.45,0.15,22.76,0.19,0.00896898674,99.54896899,4
49.62,0.72,5.58,6.97,14.65,0.16,20.86,0.23,0.009452538302,98.79945254,2
49,0.79,6.11,7.07,14.59,0.13,21.22,0.22,0.002303267636,99.13230327,2
48.34,0.84,5.88,7.19,15.1,0.13,20.1,0.34,0.006971111183,97.92697111,2
50.34,0.67,2.69,7.4,15.95,0.22,21.59,0.25,0.003361112909,99.11336111,2
50.75,0.71,5.89,7.47,14.1,0.23,19.68,0.57,0.006046305605,99.40604631,1
49.36,0.84,5.55,7.85,14.36,0.28,20.47,0.28,0.009477183728,98.99947718,2
49.71,0.86,5.05,7.94,15.27,0.28,19.42,0.4,0.009966767193,98.93996677,2
49.25,0.9,5.27,7.98,14.17,0.18,20.75,0.25,0.00646962007,98.75646962,4
51.36,0.95,4.39,8.89,15.54,0.35,19.05,0.33,0.009946001789,100.869946,1
49.91,0.83,4.79,8.99,15.19,0.17,18.67,0.46,0.0002867037192,99.0102867,2
49.23,0.96,5.08,9.36,14.09,0.25,18.85,0.34,0.007679979963,98.16767998,4
50.54,0.68,3.9,9.56,13.59,0.24,18.11,0.27,0.007248066682,96.89724807,4
50.6,1.02,4.71,9.59,15.65,0.33,16.28,0.5,0.0004345406316,98.68043454,2
50.06,0.98,4.16,9.7,15.23,0.29,19.26,0.36,0.007678409063,100.0476784,1
50.81,1.04,2.97,10.31,15.56,0.23,18.38,0.34,0.008907533949,99.64890753,1
51.12,1.1,4.63,10.33,16.23,0.3,17.3,0.26,0.003946546126,101.2739465,4
50.09,0.93,5.13,11.58,16.91,0.31,15,0.34,0.007024675007,100.2970247,4
50.8,0.96,4.06,11.88,15.54,0.27,16.42,0.44,0.007409614586,100.3774096,2
51.6,1.35,1.82,11.4,10.5,0.99,20.8,1.54,0.002463981028,100.002464,0.5
49.9,1.1,2.34,11.6,11.3,1.46,21.4,0.86,0.005549454929,99.96554945,0.5
50.9,1.27,1.88,12,11,0.95,21.2,0.74,0.0002118178929,99.94021182,0.5
50.2,2.13,2.45,12.3,9.6,1.03,20.5,1.68,0.00367313924,99.89367314,0.5
50.9,1.02,1.31,12.5,10.7,0.94,21.3,1.27,0.008586047277,99.94858605,2
50.3,1.38,2.25,12.9,10.1,1.04,20.4,1.66,0.007090512339,100.0370905,2
50.5,1,1.65,13.1,10.7,1.11,21.3,0.71,0.00008005930854,100.0700801,2
50,1.11,2.79,14.5,7.1,1.25,18.6,2.04,0.003881570803,97.39388157,2
50.6,0.96,2.13,14.9,7.2,1.3,19.9,1.7,0.003541350395,98.69354135,2
49.2,1.44,3.86,10.62,11.3,1.04,20.7,1.87,0.008776779771,100.0387768,1
51.4,0.8,1.75,10.9,13.9,0.29,19.8,0.33,0.01,99.18,0
48.6,1.87,10.2,12,12.6,0.16,14.3,1.77,0.03,101.53,16
47.3,1.78,8.86,14.1,12.9,0.22,13.1,1.14,0.03,99.43,13
48.26,1.35,9.69,14.9,14.1,0.25,9.52,1.14,0.06,99.27,16
48.8,1.16,5.22,16.3,13.2,0.25,13.9,0.63,0.04,99.5,10
48.8,1.4,7.59,16.4,12.7,0.22,12.3,0.85,0.02,100.28,13
47.9,1.09,8.07,20.4,19.3,0.28,2.44,0.3,0.05,99.83,13
50.4,0.9,1.21,22.5,17.9,0.31,4.8,0.11,0.05,98.18,5
50.6,0.83,1.81,24.4,16.9,0.33,4.15,0.17,0.01,99.2,7
49.57,0.96,1.7,17.45,15.5,0.48,11.98,0.17,0.05,97.86,0
51.06,0.61,0.97,22.6,17.3,0.73,6.2,0.09,0.02,99.58,0
50.93,0.83,1.15,26.25,16.41,0.51,4.19,0.08,0.01,100.36,5
49.84,0.79,0.95,30.89,12.7,0.59,4.42,0.08,0.01,100.27,5
51.6,0.22,5.6,3.24,19,0.12,17.7,0.52,1.25,99.25,10
52.4,0.05,4.23,3.5,21.3,0.1,15.7,0.3,1.67,99.25,10
51.3,0.18,5.8,3.6,19.4,0.09,17.3,0.47,1.3,99.44,10
51.8,0.14,5,3.6,19.6,0.07,17.2,0.44,1.46,99.31,10
52.1,0.13,5.3,3.7,20.6,0.11,16.6,0.36,1.5,100.4,10
52.9,0.39,2.6,5.7,18,0.13,20,0.3,0.6,100.62,0
52.7,0.46,2.2,6.7,18.2,0.2,18.2,0.35,0.7,99.71,0
53,0.5,1.9,7,17.7,0.16,18.9,0.25,0.5,99.91,0
50.5,0.55,7.06,5.25,16.5,0.13,18.9,0.33,0.0006528975135,99.2206529,8
51.2,0.33,7.25,5.89,17.7,0.16,17.5,0.44,0.0006562710817,100.4706563,8
50.2,0.63,6.75,6.36,15.6,0.2,19.2,0.26,0.004360602201,99.2043606,8
50.4,1.55,4.5,6.66,15.6,0.4,19,0.52,0.004555206334,98.63455521,2
50.7,0.64,6.1,7.5,16.5,0.18,17.6,0.36,0.009838154301,99.58983815,8
51,1.85,3.07,7.53,16.5,0.55,18.1,0.36,0.004533278866,98.96453328,2
51.8,0.72,2.06,8.13,16.4,0.4,19.3,0.08,0.009190037916,98.89919004,2
51.6,0.95,2.84,9.69,14.4,0.41,19.2,0.39,0.004502080313,99.48450208,2
51.8,0.4,1.84,9.71,15.1,0.49,19.8,0.26,0.005076406875,99.40507641,2
51,0.61,1.86,10.2,14.8,0.36,19.9,0.31,0.004085332619,99.04408533,2
51.4,0.53,1.77,10.2,14.6,0.37,20,0.29,0.003051040224,99.16305104,2
51.8,0.47,1.88,10.5,14.7,0.45,19.4,0.39,0.009735467654,99.59973547,2
51.3,0.49,1.67,10.5,14.3,0.46,19.9,0.35,0.009541150109,98.97954115,0
49.9,0.71,4.14,10.6,15.8,0.21,15.9,0.27,0.007848455877,97.53784846,5
52,0.67,5.18,10.7,18.9,0.33,11.8,0.06,0.003369905311,99.64336991,8
52.3,0.57,1.46,10.8,14.1,0.51,19.5,0.19,0.004358984588,99.43435898,2
51.9,0.69,1.68,11,14.3,0.31,19.3,0.37,0.001714299683,99.5517143,2
51.9,0.55,1.86,11.1,14.6,0.55,19.3,0.39,0.008068812001,100.2580688,2
51.8,0.43,1.76,11.3,14.6,0.58,18.4,0.27,0.006453464158,99.14645346,0
50.4,0.75,3.38,11.6,14.1,0.4,18.4,0.33,0.001177781786,99.36117778,5
52.1,0.36,2.75,13.8,18.1,0.37,12.1,0.38,0.008149772761,99.96814977,8
51.2,0.64,5.53,14.8,21.5,0.46,5.66,0.18,0.007093810607,99.97709381,8
48.8,1.96,6.5,15.1,12.9,0.37,14.7,0.57,0.007396705821,100.9073967,8
51.9,0.5,4.57,16.8,20.9,0.46,5.8,0.18,0.009728919451,101.1197289,8
51.3,0.53,3.75,17.1,20.2,0.53,5.98,0.13,0.00641370227,99.5264137,8
50.9,0.98,2.35,17.9,15.8,0.45,11.3,0.24,0.007541881079,99.92754188,8
49.6,0.7,3.63,18.3,15.3,0.65,11.1,0.33,0.00005762539176,99.61005763,8
52.1,0.42,1.71,23.2,18.5,0.82,4.17,0.0009297425723,0.001599390083,100.9225291,8
51.3,0.43,1.56,23.3,17.5,0.72,4.53,0.06,0.004014724956,99.40401472,8
51.4,0.57,1.54,23.8,16.9,0.85,4.8,0.08,0.004548647023,99.94454865,8
52,0.61,2.24,24,16.9,0.78,4.94,0.16,0.0003536222593,101.6303536,8
50.7,0.52,1.95,24,16.3,0.76,5.34,0.13,0.001873462016,99.70187346,8
51.4,0.47,1.48,25,16,0.75,5.05,0.06,0.00330061794,100.2133006,8
50.9,0.46,1.31,25.1,16.5,1.03,4.45,0.02,0.0007275127754,99.77072751,8
51.7,0.68,2.2,5.4,16.1,0.13,22.1,0.47,0.008598231315,98.78859823,1.2
51.2,0.86,2.5,5.9,15.5,0.12,22.29,0.46,0.003206664699,98.83320666,2.3
51.4,0.7,2.7,6,15.6,0.08,22.34,0.47,0.00968816089,99.29968816,2.2
50.9,1,2.6,6.2,16,0.11,22.3,0.41,0.004656641548,99.52465664,0.9
50.5,0.9,2.7,6.5,15.4,0.13,22.2,0.52,0.0008767659133,98.85087677,1
50.3,1.1,3.4,6.8,14.8,0.17,21.9,0.56,0.00246237483,99.03246237,0.5
50.2,0.35,9.8,4.7,18.8,0.14,16,0.45,0.13,100.57,11
49.1,0.41,11.9,5,17.6,0.14,16.3,0.45,0.13,101.03,11
49.3,0.37,11.8,5.11,18.2,0.14,15.5,0.5,0.17,101.09,12
50.4,0.32,10.2,5.38,19.1,0.15,14.9,0.48,0.08,101.01,12
50.5,0.36,9.4,5.6,18.6,0.17,15.7,0.5,0.2,101.03,12
48.7,0.36,12.9,5.61,15.7,0.15,16.9,0.86,0.1,101.28,15
49.2,0.31,11.4,5.64,16.8,0.11,15.3,0.62,0.12,99.5,15
49.7,0.4,10.3,5.64,17.9,0.13,15.8,0.53,0.14,100.54,12
49.3,0.35,10.2,5.67,17.4,0.15,15.8,0.61,0.1,99.58,12
51.4,0.38,9.4,5.7,17.9,0.15,14.6,0.81,0.17,100.51,12
49.9,0.41,10.3,5.79,18,0.15,15.1,0.51,0.08,100.24,11
51.3,0.51,7.1,5.97,18,0.2,17.2,0.43,0.18,100.89,10
50.4,0.39,9.3,5.99,18.6,0.19,15.4,0.51,0.11,100.89,12
50.3,0.37,9.45,6.25,18.2,0.16,14.9,0.57,0.12,100.32,12
52.5,0.5,5.5,6.29,18,0.2,17.8,0.41,0.17,101.37,10
51,0.43,7.02,6.56,19.8,0.15,14.8,0.38,0.07,100.21,10
50.2,0.39,9.6,6.58,18.7,0.18,14.6,0.53,0.1,100.88,12
50,0.43,9.53,6.61,17.9,0.16,14.6,0.65,0.08,99.96,12
50.7,0.54,6.4,6.66,17.6,0.22,17,0.45,0.14,99.71,10
49.9,0.38,10.2,6.68,17.9,0.2,14.6,0.62,0.1,100.58,12
49.9,0.4,11,6.83,19.2,0.18,11.7,0.89,0.007319475668,100.1073195,15
51.5,0.45,8.1,6.96,20.3,0.17,12.6,0.56,0.09,100.73,15
49.1,0.45,12.3,7.12,15.8,0.16,15.5,0.99,0.04,101.46,15
51.7,0.35,6.3,7.56,20.7,0.15,12.4,0.4,0.11,99.67,10
50.6,0.67,7.9,8,17.9,0.23,14.7,0.59,0.11,100.7,12
49.2,0.66,9.8,10.6,16.3,0.23,12.7,1.01,0.02,100.52,15
47.53,4.05,3.6,13.76,7.79,0.01,17.24,3.68,0.006416943315,97.66641694,2
53.88,0.85,3.68,14.04,6.86,0.008637063678,13.21,5.8,0.002569883444,98.33120695,2
50.7,0.46,9.74,5.37,17.8,0.09,16.8,0.39,0.5,101.85,10
50,0.26,9.86,5.53,17.8,0.09,15.6,0.59,0.39,100.12,15
50.4,0.28,10.2,6.01,18.2,0.13,14.8,0.46,0.3,100.78,12
50.1,0.28,8.87,6.17,17.9,0.09,15.8,0.51,0.19,99.91,15
51.67,0.47,4.5,6.11,16.84,0.18,21.11,0.25,0.002899216946,101.1328992,2.05
51.27,0.49,4.85,6.36,14.99,0.18,20.8,0.22,0.006410271453,99.16641027,2.03
51.36,0.46,4.01,6.4,15.18,0.19,21.97,0.29,0.002481712565,99.86248171,2.02
50.97,0.65,6.02,6.48,15,0.12,20.39,0.28,0.005165705471,99.91516571,2.07
49.49,0.64,5.88,6.75,15.2,0.28,21.22,0.32,0.009897417885,99.78989742,2.02
50.32,1.03,4.7,6.93,15.19,0.41,20.91,0.53,0.003845499747,100.0238455,2.03
51.09,1.08,4.84,6.94,14.76,0.39,19.47,1.36,0.003153777693,99.93315378,2.01
48.7,1.08,5.44,7.08,14.36,0.39,20.87,0.48,0.004884397314,98.4048844,2.01
48.9,1.17,6.52,7.1,14.26,0.13,21.78,0.21,0.0007345203504,100.0707345,2.07
51.13,0.67,5.1,7.12,15.84,0.28,20.5,0.35,0.002932074,100.9929321,2.03
50.46,0.93,4.47,7.15,15.67,0.3,20.19,0.4,0.004358270376,99.57435827,2.05
51.57,0.72,4.62,7.19,15.75,0.27,20.89,0.45,0.00397627554,101.4639763,2.03
49.27,0.86,5.15,7.41,15.66,0.25,20.58,0.34,0.007760584244,99.52776058,2.05
49.83,0.87,3.73,7.42,15.75,0.47,19.43,0.41,0.005175788675,97.91517579,2.04
48.57,0.76,6.19,7.54,15.63,0.19,20.5,0.32,0.0008915119618,99.70089151,2.05
49.67,0.75,5.5,7.77,15.12,0.18,21.05,0.21,0.007066478762,100.2570665,2.07
49.09,0.63,5.76,7.79,14.71,0.15,20.84,0.37,0.00294533713,99.34294534,2.02
50.1,1,4.51,7.83,15.7,0.23,19.72,0.42,0.007121582055,99.51712158,2.05
49.36,0.76,5.18,7.89,15.59,0.25,20.16,0.36,0.0001085219469,99.55010852,2.02
49.91,0.99,4.75,8.06,15.16,0.41,19.93,0.59,0.007330259891,99.80733026,2.04
49.29,0.61,5.28,8.16,15.13,0.19,20.4,0.36,0.005828704741,99.4258287,2.02
49.38,0.6,5.28,8.17,15.28,0.2,20.3,0.35,0.007808686325,99.56780869,2.04
51.11,0.73,3.87,8.21,17.01,0.3,17.78,0.42,0.008737045398,99.43873705,2.01
50.43,0.89,4.75,8.25,14.92,0.25,20.21,0.25,0.002443694812,99.95244369,2.07
49.66,1.36,4.68,8.26,16.27,0.41,17.95,0.51,0.0009102517127,99.10091025,2.04
51.03,0.87,3.28,8.3,16.37,0.54,18.96,0.47,0.009661583044,99.82966158,2.04
50.55,0.74,4.81,8.41,15.46,0.19,19.82,0.29,0.002183761516,100.2721838,2.08
50.54,0.67,4.86,8.42,15.22,0.24,19.18,0.33,0.004968594216,99.46496859,2.04
51.01,1.17,5.67,8.48,13.44,0.2,18.88,0.4,0.008520081344,99.25852008,2.07
49.53,0.87,5.74,8.58,15.09,0.2,18.89,0.39,0.009689273384,99.29968927,2.02
50.37,0.84,4.95,8.94,14.91,0.23,19.39,0.34,0.00632864949,99.97632865,2
49.73,1.23,6.49,9.07,13.6,0.2,18.02,0.22,0.002083042359,98.56208304,2.07
51.21,0.82,3.82,9.78,16.98,0.35,16.66,0.42,0.007611126884,100.0476111,2.01
51.59,0.7,3.37,10.03,15.17,0.31,19.1,0.19,0.00001003381522,100.46001,2.06
50.38,1.02,5.27,10.38,14.9,0.21,18.07,0.48,0.009426924286,100.7194269,2.06
51.1,0.62,3.6,10.6,15.49,0.29,17.84,0.13,0.0006999972551,99.6707,2.06
44.22,1.89,8.18,11.9,8.77,0.47,22.53,0.73,0.00796617043,98.69796617,2
44.21,2.26,7.41,12.34,8.51,0.42,23.57,0.5,0.004333832646,99.22433383,2
44.03,2.96,7.67,12.62,7.9,0.61,22.68,0.83,0.00131608565,99.30131609,2
43.73,2.34,7.25,12.91,7.99,0.48,23.62,0.56,0.004214307493,98.88421431,2
45.68,1.58,6.75,13.04,8.27,0.6,22.92,0.76,0.0007808616198,99.60078086,2
45.87,1.83,6.14,13.07,8.49,0.54,23.34,0.53,0.005671680545,99.81567168,2
45.77,1.43,6.42,13.49,7.83,0.83,22.82,0.91,0.002946979437,99.50294698,2
43.93,2.21,7.11,13.9,7.56,0.59,22.78,0.69,0.00535095054,98.77535095,2
44.7,2.24,7.38,14.27,6.94,0.57,22.66,0.63,0.002748235928,99.39274824,2
44.93,1.59,9.04,14.48,6.51,0.7,22.77,0.83,0.003655363574,100.8536554,3
44.02,2.35,8.11,15.01,6.3,0.62,21.76,0.79,0.005980160919,98.96598016,2
52.77,0.4,1.8,5.07,17.58,0.19,20.9,0.28,0.41,99.4,2.1
51.15,0.53,2.57,5.55,16.37,0.16,21.36,0.32,0.19,98.2,1.1
53.32,0.48,2.25,5.92,16.91,0.15,20.73,0.28,0.12,100.16,2
51.75,0.26,2.43,6.05,16.51,0.17,21.33,0.33,0.002212628462,98.83221263,2.1
51.06,0.62,3.16,6.18,15.78,0.12,20.82,0.27,0.01,98.02,1.9
51.81,0.6,3,6.24,16.13,0.14,21.69,0.27,0.09,99.97,1.1
51.31,0.48,2.44,6.48,16.01,0.17,20.97,0.28,0.33,98.47,1.2
51.99,0.61,2.81,6.57,16.35,0.14,20.26,0.28,0.21,99.22,2.3
51.43,0.66,3.03,6.76,15.98,0.15,20.98,0.29,0.06,99.34,1.7
51.49,0.6,2.57,6.98,16.77,0.22,19.42,0.25,0.24,98.54,1.5
51.51,0.7,2.76,7.5,15.73,0.2,20.49,0.29,0.03,99.21,0.5
53.4,0.52,2.93,7.64,15.35,0.22,18.8,0.37,0.07,99.3,0.6
50.24,0.76,10.47,6.7,19.29,0.02,10.44,1.39,0.19,99.5,15
51.36,0.69,6.06,4.19,16.65,0.1,20.79,0.5,0.00974131116,100.3497413,8
51.42,0.91,6.85,4.28,15.5,0.12,20.31,0.61,0.007308496853,100.0073085,8
50.05,0.99,9.42,4.42,14.2,0.15,20.44,0.82,0.004265761596,100.4942658,8
51.54,0.58,5,4.42,16.63,0.09,20.64,0.5,0.007816163707,99.40781616,8
49.1,1.18,9.49,5.42,13.88,0.14,20.51,0.76,0.002010317964,100.4820103,8
51.13,0.73,7.12,5.71,16.11,0.16,18.82,0.6,0.003862528976,100.3838625,8
48.36,1.3,8.48,5.83,14.3,0.15,20.62,0.59,0.003618547138,99.63361855,8
48.74,1.01,8.35,5.89,14.82,0.13,20.18,0.58,0.008991822463,99.70899182,8
52.68,1.06,2.54,7.52,17.3,0.009236611315,19.44,0.26,0.005856219563,100.8150928,2
48.85,1.4,5.05,8,14.47,0.004542613593,21.29,0.36,0.007202997021,99.43174561,2
50.44,1.45,4.15,8.15,14.73,0.003245798931,20.79,0.26,0.001106933626,99.97435273,2
48.65,1.92,5.62,8.74,13.61,0.006729218534,21.16,0.31,0.002823620005,100.0195528,2
46.52,2.51,6.7,8.82,13.2,0.003884327656,21.4,0.37,0.006515408828,99.53039974,2
48.71,1.46,4.59,8.85,14.23,0.001266155482,20.79,0.32,0.009205088681,98.96047124,2
47.25,2.4,6.7,8.91,13.17,0.007302085555,21.16,0.4,0.003026421501,100.0003285,2
47.99,1.84,6.07,9.04,14.46,0.004606806016,20.73,0.49,0.006784153494,100.631391,2
47.24,2.64,6.4,9.1,12.83,0.009356043363,21.5,0.28,0.009459167779,100.0088152,2
49.83,1.57,5.5,9.48,15.19,0.009919704785,18.94,0.6,0.001334090256,101.1212538,2
49.28,1.21,4.06,9.96,13.98,0.002955216878,20.36,0.32,0.007368218906,99.18032344,2
51.51,1.45,3.52,10.11,14.97,0.003273382551,18.91,0.3,0.008277846338,100.7815512,2
50.23,1.55,4.09,10.29,16.31,0.00728013022,18.23,0.44,0.006163458841,101.1534436,2
49.16,1.81,5.07,10.36,14.82,0.004142204525,19.08,0.34,0.000722733043,100.6448649,2
51.48,1.75,4.37,10.4,14.44,0.001836195475,18.18,0.4,0.0051826144,101.0270188,2
51.06,1.65,4.22,10.62,14.9,0.0001791016298,18.72,0.3,0.006872310777,101.4770514,2
49.92,1.99,4.68,10.63,13.53,0.0009719644357,18.68,0.4,0.00403605114,99.83500802,2
51.74,1.47,2.99,10.85,15.17,0.009096190808,18.63,0.25,0.009459841064,101.118556,2
50.4,1.33,4.32,10.87,16.25,0.005651320436,17.25,0.37,0.007009808849,100.8026611,2
51.18,1.58,5.56,11.17,15.41,0.009384990247,15.38,0.62,0.007269541172,100.9166545,2
50.56,1.93,3.83,11.21,13.33,0.007802908476,18.85,0.35,0.00001649876879,100.0678194,2
50.99,1.31,3.56,11.28,16.14,0.007812422555,17.33,0.44,0.00923625545,101.0670487,2
49.93,1.53,4.71,11.3,13.43,0.009795627584,18.8,0.39,0.008487545545,100.1082832,2
49.55,2.11,5.6,11.44,14.08,0.004947922472,18.09,0.46,0.0004950755506,101.335443,2
49.32,1.73,4.6,11.84,12.74,0.003936261437,19.29,0.33,0.002730154174,99.85666642,2
50.31,1.5,3.52,12.11,14.82,0.0074371684,17.72,0.32,0.0009937272288,100.3084309,2
51.55,1.22,4.04,12.23,15.25,0.001925558115,16.63,0.53,0.007181362325,101.4591069,2
50.16,1.7,4.23,13.06,13.48,0.007117088129,17.44,0.4,0.007023318257,100.4841404,2
50.97,1.16,3.95,13.29,11.93,0.008805671646,18.08,0.46,0.0007678105806,99.84957348,2
49.9,1.05,2.88,13.69,13.25,0.00837596279,18.54,0.29,0.001790065855,99.61016603,2
52.01,1.82,5.21,13.78,14.03,0.001609778335,16.18,0.52,0.004605447094,103.5562152,2
50.21,1.25,2.95,13.79,12.83,0.00946944197,18.53,0.28,0.004284405889,99.85375385,2
49.83,1.48,3.24,15.73,11.96,0.0004338894063,17.9,0.31,0.009718998453,100.4601529,2
52.16,0.37,6.3,3.2,16.74,0.003276970901,19.1,1.25,0.88,100.003277,7.5
51.9,0.3,6.11,3.24,16.95,0.004961707134,19.6,0.7,1.2,100.0049617,7.5
51.36,0.3,7.1,3.5,16.4,0.007464953234,19.6,0.9,0.84,100.007465,10
51.82,0.007614112035,6.36,3.52,18.8,0.008717270357,17.75,0.4,1.35,100.0163314,10
51.93,0.002455123951,5.97,3.54,18,0.004260617468,18.54,0.42,1.6,100.0067157,10
51.12,0.1,8.07,3.57,17.95,0.0005380309793,17.26,0.77,1.16,100.000538,15
51.45,0.008464326559,6.8,3.63,18.05,0.0008464107041,18.5,0.5,1.07,100.0093107,10
52.11,0.008662216941,5.63,3.69,18.88,0.009258919679,17.77,0.31,1.61,100.0179211,10
51.58,0.01791587971,7.28,3.75,19.55,0.007198345457,15.94,0.7,1.2,100.0251142,15
47.75,1.45,11.9,6.81,11.9,0.07,19.66,1.63,0.02,101.19,15
50.94,0.66,7.12,6.85,13.77,0.1,18.04,1.33,0.06,98.87,15
50.5,0.73,7.34,7.2,13.22,0.11,17.53,1.28,0.06,97.97,15
51.18,0.73,9.37,7.55,10.8,0.13,17.72,1.22,0.01,98.71,15
51.25,0.46,6.53,7.72,15.15,0.16,16.57,1.18,0.06,99.08,15
48.47,0.9,9.89,7.99,11.14,0.14,19.16,1.43,0.01,99.13,15
48.55,1.43,10.07,8.9,10.07,0.09,19.92,2.33,0.01,101.37,15
54,0.01533360363,3.6,9.53,30.1,0.16,2.07,0.002294114387,0.59,100.0676277,18.5
54.3,0.0002247552725,3.31,9.85,30.6,0.15,2.18,0.0001367562499,0.67,101.0603615,18.5
55.7,0.002231418153,2.79,10,29.6,0.22,3.59,0.001828308167,0.47,102.3740597,20.8
54.3,0.01372958971,2.75,11.2,28.8,0.16,3.47,0.001427529658,0.5,101.1951571,20.8
53.1,0.007495584147,3.93,11.7,26.6,0.16,4.82,0.008262449081,0.6,100.925758,20.8
50.5,0.15,6.53,12.8,20.5,0.17,9.24,0.005538159709,0.68,100.5755382,23.1
52.7,0.17,3.22,13.2,25.2,0.28,4.5,0.007027555407,0.61,99.88702756,12
51,0.11,4.24,13.3,25.6,0.16,4.92,0.009449416171,0.83,100.1694494,13.9
50.8,0.17,4.7,13.9,19.7,0.21,8.98,0.005369954726,1.52,99.98536995,9.3
51.33,0.29,3.64,3.29,16.73,0.004688958592,23.5,0.28,1.14,100.204689,10
51.82,0.48,4.22,3.4,16.21,0.4,23.47,0.28,0.38,100.66,10
51.63,0.22,3.28,3.49,16.88,0.12,23.11,0.29,0.42,99.44,10
50.13,0.35,4.43,3.5,16.82,0.1,23.17,0.1,0.6,99.2,0.001
51.07,0.33,4.46,3.64,16.32,0.02,23.37,0.32,0.78,100.31,10
49.18,0.59,6.35,3.67,15.71,0.05,23.81,0.13,0.3,99.79,0.001
50.37,0.23,3.63,4.82,16.4,0.007929159254,23.34,0.26,0.33,99.38792916,10
50.03,0.47,6.67,4.84,15.07,0.1,22.81,0.37,0.36,100.72,10
49.56,0.42,5.76,5.03,15.53,0.18,22.96,0.37,0.39,100.2,10
48.52,0.66,6.93,5.54,14.58,0.08,23.26,0.22,0.42,100.21,0.001
48.63,0.62,8.02,5.61,14.19,0.15,22.59,0.42,0.32,100.55,10
48.52,0.61,6.69,5.73,14.36,0.11,22.45,0.43,0.21,99.11,10
51.33,0.29,3.64,3.29,16.73,0.005494634841,23.5,0.28,1.14,100.2054946,10
51.82,0.48,4.22,3.4,16.21,0.4,23.47,0.28,0.38,100.66,9.7
51.63,0.22,3.28,3.49,16.88,0.12,23.11,0.29,0.42,99.44,10
51.07,0.33,4.46,3.64,16.32,0.02,23.37,0.32,0.78,100.31,10
50.37,0.23,3.63,4.82,16.4,0.12,23.34,0.26,0.33,99.5,10
50.03,0.47,6.67,4.84,15.07,0.1,22.81,0.37,0.36,100.72,10
49.56,0.42,5.76,5.03,15.53,0.18,22.96,0.37,0.39,100.2,10
48.13,0.71,7.83,5.07,14.59,0.008467528036,24.22,0.24,0.26,101.0584675,0
48.52,0.66,6.93,5.54,14.58,0.08,23.26,0.22,0.42,100.21,0
48.63,0.62,8.02,5.61,14.19,0.15,22.59,0.42,0.32,100.55,10
48.52,0.61,6.69,5.73,14.36,0.11,22.45,0.43,0.21,99.11,10
52.31,0.16,1.18,11.9,16.7,0.66,16.6,0.08,0.27,99.86,0
52.5,0.21,1.3,12.6,15.7,0.46,16.8,0.08,0.39,100.04,2
52.1,0.23,0.84,12.7,15.9,0.47,16.6,0.11,0.34,99.29,2
52.5,0.16,0.64,12.7,17.2,0.7,14.8,0.04,0.32,99.06,0
